C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_16_691.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_16_691.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_16_691.jpg, 0, 0, 0, 8.155815E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_16_793.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_16_793.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_16_793.jpg, 0, 0, 0, 8.218674E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_16_893.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_16_893.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_16_893.jpg, 0, 0, 0, 8.131767E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_16_996.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_16_996.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_16_996.jpg, 0, 0, 0, 8.154761E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_17_096.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_17_096.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_17_096.jpg, 0, 0, 0, 8.350115E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_17_196.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_17_196.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_17_196.jpg, 0, 0, 0, 8.150595E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_17_297.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_17_297.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_17_297.jpg, 0, 0, 0, 8.111668E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_17_397.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_17_397.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_17_397.jpg, 0, 0, 0, 8.11741E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_17_498.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_17_498.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_17_498.jpg, 0, 0, 0, 8.158798E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_17_601.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_17_601.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_17_601.jpg, 0, 0, 0, 8.106631E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_17_705.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_17_705.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_17_705.jpg, 0, 0, 0, 8.197672E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_17_810.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_17_810.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_17_810.jpg, 0, 0, 0, 8.187418E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_17_911.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_17_911.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_17_911.jpg, 0, 0, 0, 8.216842E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_18_011.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_18_011.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_18_011.jpg, 0, 0, 0, 8.114795E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_18_116.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_18_116.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_18_116.jpg, 0, 0, 0, 8.09772E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_18_218.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_18_218.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_18_218.jpg, 0, 0, 0, 8.214595E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_18_319.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_18_319.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_18_319.jpg, 0, 0, 0, 8.119271E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_18_422.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_18_422.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_18_422.jpg, 0, 0, 0, 8.192606E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_18_523.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_18_523.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_18_523.jpg, 0, 0, 0, 8.171202E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_18_625.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_18_625.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_18_625.jpg, 0, 0, 0, 8.235726E-05
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_18_726.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_18_726.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_18_726.jpg, 0, 0.2702754, 0, 0.1597437
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_18_830.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_18_830.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_18_830.jpg, 0, 0.5704117, 0, 0.7285374
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_18_932.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_18_932.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_18_932.jpg, 0, 0.8664308, 0, 1.60808
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_19_034.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_19_034.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_19_034.jpg, 0, 0.9063193, 0, 2.958169
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_19_134.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_19_134.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_19_134.jpg, 0, 0.6053854, 0, 3.8094
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_19_235.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_19_235.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_19_235.jpg, 0, 0.3027166, 0, 4.290965
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_19_336.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_19_336.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_19_336.jpg, 0, 0.00884924, 0, 4.406668
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_19_437.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_19_437.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_19_437.jpg, 0, 0, 0, 4.362823
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_19_538.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_19_538.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_19_538.jpg, 0, 0, 0, 4.319039
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_19_639.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_19_639.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_19_639.jpg, 0, 0, 0, 4.275694
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_19_741.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_19_741.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_19_741.jpg, 0, 0, 0, 4.232785
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_19_843.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_19_843.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_19_843.jpg, 0, 0, 0, 4.190307
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_19_944.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_19_944.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_19_944.jpg, 0, 0, 0, 4.148254
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_20_044.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_20_044.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_20_044.jpg, 0, 0, 0, 4.106624
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_20_145.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_20_145.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_20_145.jpg, 0, 0, 0, 4.065412
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_20_246.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_20_246.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_20_246.jpg, 0, 0, 0, 4.024613
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_20_351.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_20_351.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_20_351.jpg, 0, 0, 0, 3.984225
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_20_455.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_20_455.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_20_455.jpg, 0, 0.2046618, 0, 4.043079
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_20_559.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_20_559.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_20_559.jpg, 0, 0.5005704, 0, 4.455518
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_20_660.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_20_660.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_20_660.jpg, 0, 0.8090286, 0, 5.228186
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_20_760.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_20_760.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_20_760.jpg, 0, 0.5421337, 0, 5.983877
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_20_861.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_20_861.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_20_861.jpg, 0, 0.2382607, 0, 6.357943
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_20_965.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_20_965.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_20_965.jpg, 0, 0, 0, 6.389647
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_21_066.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_21_066.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_21_066.jpg, 0, 0, 0, 6.325523
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_21_167.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_21_167.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_21_167.jpg, 0, 0, 0, 6.262039
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_21_271.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_21_271.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_21_271.jpg, 0, 0.2557326, 0, 6.365364
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_21_375.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_21_375.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_21_375.jpg, 0, 0.6207192, 0, 6.968747
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_21_478.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_21_478.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_21_478.jpg, 0, 0.5434257, 0, 7.683648
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_21_581.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_21_581.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_21_581.jpg, 0, 0.2474172, 0, 8.068115
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_21_685.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_21_685.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_21_685.jpg, 0, 0, 0, 8.099309
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_21_787.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_21_787.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_21_787.jpg, 0, 0, 0, 8.018023
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_21_893.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_21_893.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_21_893.jpg, 0, 0, 0, 7.921555
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_21_995.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_21_995.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_21_995.jpg, 0, 0, 0, 7.842049
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_22_095.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_22_095.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_22_095.jpg, 0, 0.2393796, 0, 7.891693
C:\Users\Can\Desktop\udacity\IMG\center_2023_06_15_22_46_22_198.jpg, C:\Users\Can\Desktop\udacity\IMG\left_2023_06_15_22_46_22_198.jpg, C:\Users\Can\Desktop\udacity\IMG\right_2023_06_15_22_46_22_198.jpg, 0, 0.5364894, 0, 8.298335
